date_id,LME_PB_Close,US_Stock_CVE_adj_close,US_Stock_HAL_adj_close,US_Stock_HL_adj_close,US_Stock_TECK_adj_close,US_Stock_OKE_adj_close,LME_CA_Close,US_Stock_CLF_adj_close,US_Stock_ALB_adj_close,JPX_Gold_Standard_Futures_Close,JPX_Platinum_Standard_Futures_Close,US_Stock_X_adj_close,LME_AH_Close,LME_ZS_Close,US_Stock_OIH_adj_close,US_Stock_DVN_adj_close,US_Stock_OXY_adj_close,US_Stock_TRGP_adj_close,LME_AH_Close - US_Stock_CVE_adj_close,US_Stock_HL_adj_close - LME_AH_Close,JPX_Platinum_Standard_Futures_Close - US_Stock_CLF_adj_close,US_Stock_TRGP_adj_close - LME_CA_Close,JPX_Gold_Standard_Futures_Close - US_Stock_X_adj_close,US_Stock_OXY_adj_close - LME_CA_Close,US_Stock_DVN_adj_close - LME_ZS_Close,LME_ZS_Close - US_Stock_HAL_adj_close,JPX_Platinum_Standard_Futures_Close - US_Stock_TRGP_adj_close,US_Stock_OXY_adj_close - LME_AH_Close,LME_AH_Close - US_Stock_CLF_adj_close,JPX_Platinum_Standard_Futures_Close - US_Stock_CVE_adj_close,JPX_Gold_Standard_Futures_Close - US_Stock_HL_adj_close,LME_PB_Close - US_Stock_ALB_adj_close,LME_CA_Close - US_Stock_X_adj_close,US_Stock_DVN_adj_close - LME_PB_Close,LME_AH_Close - US_Stock_OKE_adj_close,US_Stock_OIH_adj_close - LME_CA_Close,LME_PB_Close - US_Stock_TECK_adj_close
19,2602.0,8.7492,47.7381,3.6931,26.739,37.4445,7085.0,6.9698,101.526,4708.0,3526.0,39.0935,2225.0,3550.0,503.7338,31.4385,63.4793,36.4059,0.0918702037145745,-0.0142054564162929,-0.0503806189092849,0.0392414506094245,-0.0267791667846322,0.0144886588936581,-0.0613545056257865,0.0220462849571317,-0.0259404517939306,-0.0279272357644555,-0.072023295055825,0.052856362370388,-0.0144624428335494,-0.0677758802542193,-0.0451559575712825,-0.0248711210937566,-0.0164168056488422,-0.0252619512823352,-0.0465187742550604
20,2592.0,8.4021,47.1632,3.5774,26.566,36.9661,7050.0,7.0361,101.2442,4655.0,3478.0,36.6804,2207.0,3496.0,496.74,30.1252,62.2471,35.6836,-0.0574936072466642,0.04808279640353,0.0189835786602036,-0.0146146409035266,0.0068266795821831,-0.0134633403462502,-0.0864578147932934,-0.027801315390874,-0.0013460786685751,-0.0181087501450977,-0.0444386708127267,0.0730717719529025,0.0077710607767566,0.032543284356471,-0.0398684559101856,-0.0535334035799485,-0.0296076320615352,0.0272788770151591,-0.0318979194529424
21,2612.0,8.2892,46.7799,3.7027,26.4477,37.048,7118.0,6.4868,101.4442,4682.0,3500.0,35.5404,2219.5,3540.0,492.4361,30.0164,62.4219,36.435,-0.0662108641292315,0.0195169408233106,0.0124913081691706,-0.0036190481167784,-0.0310561197155205,0.0069939910987226,0.0567008943018725,-0.0380929134178384,0.0112382432411167,0.0256525045184361,0.012016660922861,-0.0292114440804422,-0.0182612906199333,0.0214014127813714,0.0303620657645156,-0.0714075178707918,-0.040756245732894,0.0461491245754538,-0.001685500662792
22,2665.0,8.2024,47.4855,3.6834,27.258,37.6018,7117.0,6.4395,99.2715,4714.0,3498.0,34.7804,2225.0,3562.0,502.4785,30.6331,63.3628,37.1258,-0.0190938809856731,0.0056097802101873,0.0538426973428728,0.0038701331666185,-0.0201778464611711,-0.0019698542413892,0.0324432056908991,-0.0087525563590509,-0.0110317679635501,0.0299340751993733,-0.0369748789160632,-0.0480322838427128,-0.0229771468023088,0.1068861872790056,-0.035890354332278,0.0237142910729471,-0.009578696541359,0.0090684695962233,0.0044227913545621
23,2681.0,7.7337,45.4645,3.452,25.7922,36.3493,7045.0,6.1364,95.917,4737.0,3529.0,32.8518,2210.0,3502.0,481.1384,29.0441,61.2646,35.7822,0.0408136324587313,-0.0273038443359007,-0.0562239108623439,-0.0115154669151457,-0.0697684876076687,-0.0154847414836972,-0.0009358261449884,0.0234503233752809,0.0044426434850977,0.0001675507339732,-0.0014492910033712,-0.0375788302772398,-0.0040096803891771,0.1779990795810733,-0.0433384084917563,0.034469920387784,0.0296349904480253,-0.0196203298758723,0.0002308129812886
34,2575.0,6.5272,41.3789,3.8377,27.085,35.8206,7118.0,7.5001,102.0351,4606.0,3468.0,42.5738,2214.0,3555.0,437.2029,24.7488,56.7517,36.3667,0.0248307642091198,-0.0448892423313283,-0.0938674925634453,-0.0024703326534132,-0.0463627561496772,0.0057412418762516,0.0431885583489191,-0.0044413487573506,0.0344938178437912,-0.036882585560268,0.0596349640356198,0.0241143349720266,0.0269654919216461,0.0951721504474446,-0.0231567327018128,-0.0129527079535112,0.0119417513898586,-0.0068688273100057,-0.0034578760928053
35,2598.0,6.4404,41.0827,3.6159,26.3658,35.8898,7090.0,7.3296,104.1623,4597.0,3449.0,42.6499,2185.0,3550.0,434.3337,25.1406,56.6102,36.2453,-0.0315869181798252,-0.0120482872293458,-0.0881352388440114,0.0293439723136685,-0.0332334554487303,0.0034250391034597,0.0607176921544734,-0.0273580187987943,0.0141196090713253,-0.0288820710965615,-0.0166581939407251,0.0225631609659921,0.0214729759063272,0.0853251690027364,-0.0630939016897165,0.0189225190690197,0.0008799558831137,0.0110361475158783,-0.009793770144801
36,2554.0,6.371,40.5513,3.6352,26.475,35.3107,7119.0,7.1308,102.7351,4590.0,3452.0,40.7757,2201.0,3541.0,426.2639,22.1803,55.9607,35.4786,-0.105576767794998,0.0724299395059045,-0.1491677487869568,0.0247297845426567,-0.026935536559808,-0.0095623179752737,0.064413473215812,-0.0361901525838833,-0.0383635075188165,-0.0176998839421741,-0.0707694456377016,-0.029554889515339,-0.0073729524707931,-0.0230198865607971,-0.048776211862388,0.0351474269145299,-0.005163730928226,0.0206134169378552,-0.0213516156245799
37,2545.0,6.371,41.0565,3.5967,26.5843,35.9905,7162.0,7.1213,103.3442,4562.0,3422.0,40.8899,2185.0,3531.0,436.127,22.0643,56.5519,34.8865,-0.0998267974150574,0.056157365711314,-0.0477763954133443,-0.0086833538033845,0.0114172796229054,-0.0107645663406581,0.0574415525146793,-0.0436484606779133,-0.0662610392293855,-0.0014448363330711,-0.0911901032109289,-0.1023089914507186,-0.0186177636861187,-0.0702656112255582,-0.0311351471547346,0.0737100833608927,-0.0270971362608639,0.0146630242021638,-0.0195360764449468
38,2531.0,6.5967,42.2064,3.6545,26.8847,36.5192,7095.0,7.0929,107.9532,4562.0,3431.0,41.4036,2140.0,3503.0,446.8867,22.8043,56.885,35.6532,-0.0756697218170297,0.0606428333903227,0.037263447504489,-0.0104339919410803,0.0316361625436979,-0.0203351981956973,0.0702893717604892,-0.0414326051681443,-0.0384909478733863,0.0004573921046045,-0.0279869137860673,-0.1275980253846287,-0.0661484920976471,-0.0902603074994934,0.0444739726799851,0.0284062341059138,-0.0117680751810391,0.0251446241640651,0.0077455081950766
39,2579.0,6.6748,42.0148,3.7124,27.0213,36.1731,7110.0,7.1876,100.0897,4581.0,3447.0,42.2123,2138.0,3531.0,447.604,22.9349,56.0107,35.8202,-0.0468242706811084,0.0491001685595334,0.0351552967103548,-0.0268024836317997,0.0277466348417096,-0.0303445266362742,0.0280317354285902,-0.0253363245588913,0.0112571834728336,0.0176153363849582,-0.0244948657405904,-0.0481666317082187,-0.0228070437565791,-0.0741091534753944,0.0009227614015597,0.0171172396482737,-0.0189586476386146,0.0171654194711955,0.0344092380933634
40,2576.0,6.6401,41.4834,3.6159,26.7481,35.8772,7021.0,7.0076,101.426,4568.0,3435.0,41.8603,2147.0,3487.0,440.2515,23.1163,55.5777,34.8638,-0.0264290984501474,0.0188368853384599,0.0648924163076037,0.022972572328338,0.0253360933934472,-0.0023673949893216,0.06557197400997,-0.0406541764227356,0.0264627819244031,-0.0154784892004178,0.0035992834814145,-0.0226077359231595,-0.0357608128706822,-0.0678088173897215,-0.002228222048826,0.049078654218453,-0.0363767257542813,0.0360764537030783,0.0282398397704563
41,2502.0,6.3363,40.438,3.5292,26.0198,35.4555,6931.0,6.6573,91.2989,4526.0,3376.0,41.3941,2132.0,3447.5,425.9052,22.2529,54.6202,33.8922,-0.0196665897045676,0.0531430341318781,0.0969735340120404,0.0451788137759289,0.1276825804655198,-0.0027000130018306,0.0470702963826645,0.0048030560625326,0.004923118268075,-0.0062396555135937,0.0574936634829009,-0.0079172155333471,0.0312183890543394,-0.0240247149597845,0.0130280319331741,0.0691688303339154,-0.0154888867040785,0.0174582523048342,0.05155550813823
42,2445.0,6.3536,40.0983,3.5677,25.9652,35.5688,6922.0,7.3391,87.2807,4498.0,3356.0,43.7726,2147.0,3407.0,427.5192,22.1586,54.6452,34.3856,-0.0241227106677289,0.0388007253469376,0.0802927331749874,0.0205583451897221,0.1507631445930068,-0.0054935455907297,0.0099887534794611,-0.0060720418269248,-0.0252907866957907,-0.0053947368947982,0.054075110976302,-0.0235935394611398,-0.0268570670472521,0.0144914294820387,0.0421725414222464,0.0722304364045466,-0.0179481186195968,-0.0135371725226244,0.003582351978693
43,2448.0,6.5446,40.0983,3.5677,25.7376,35.9276,6898.0,7.5285,86.3807,4474.0,3287.0,43.1827,2149.0,3355.0,431.2851,22.7535,54.6535,34.6664,-0.0116002519628572,0.0218426096696148,0.0257479745267656,0.0210510003209896,0.1280588167019624,0.009813024643062,-0.0166218300640331,0.0239487822709277,-0.0323997457937728,0.0209291881750696,0.0375806777203129,0.0054710434508914,-0.0461704541086674,0.0478896611532167,0.1135110555301593,-0.0101524675147901,-0.0048879526622305,-0.0342884767692523,-0.0155623832546057
44,2425.0,6.8484,40.2987,3.5701,25.428,35.8206,6910.0,7.3391,87.6716,4494.0,3294.0,42.5738,2145.5,3296.0,438.0996,23.2179,54.8867,35.3344,-0.0401729908051906,-0.017694630250318,-0.0155041865359651,0.0252263445697169,0.0758242665222003,0.0123490016088573,-0.0310308372542442,0.028069690252254,-0.0070041106158282,0.0205258597514745,0.0236894157584086,0.0251411282778585,-0.0269021620918751,0.0595702699522951,0.133382448042608,-0.0129463482462245,-0.0066871215558373,-0.018152032931387,-0.0134220261967268
45,2438.0,7.0914,40.1587,3.821,25.9014,35.8898,7004.0,7.5474,91.0352,4509.0,3297.0,42.3645,2147.0,3302.0,439.3549,22.7318,54.6702,35.1067,-0.0412199374136432,-0.1861204782223041,-0.0040467045122074,-0.0078164073754246,0.0114580938980283,0.0045841349889289,-0.0387838531054694,0.0209161402629988,-0.001660223939682,0.0031855968026076,0.0296093032333508,-0.0043484505773449,0.014666917081579,0.0492843093871385,0.126541335567112,-0.0607692844494265,0.0154299112724967,-0.0147270114532896,0.0083463250777755
46,2375.0,6.8571,40.08,3.6859,25.7194,35.6947,6950.0,7.5285,90.9534,4518.0,3282.0,43.4681,2097.0,3260.0,435.589,22.4561,54.2788,34.2262,-0.0499425059447416,-0.1877531514196424,0.0112995803462412,0.0273287119883853,-0.0153840032363768,0.0319497207720727,-0.0260388419173189,0.0090425421716494,-0.0282455021633886,0.0124817412450967,-0.0383228884271005,-0.0641796617063661,0.038383119171738,0.0293567491427655,-0.0012608308286601,-0.0208735814716067,-0.0146070377932196,0.0147320074116195,0.0115158429797163
47,2337.0,6.9178,40.2374,3.7149,24.381,35.6255,6833.0,7.1781,90.2534,4512.0,3253.0,42.1933,2106.0,3230.0,438.0996,23.5009,53.0487,33.9833,0.0043121034433865,0.0374063413008671,-0.0038804259647183,-0.0564853976776407,0.0357173395441291,-0.0271481924366997,-0.0593177423500149,0.0321149639715998,-0.0220907831356894,-0.0056315135805292,0.0079454122754391,-0.0663303555373435,0.153313464705321,0.0769374040975894,-0.0369950927448232,-0.0302771698783887,0.0066965238885021,-0.0386750279308024,0.0858524926106199
48,2376.0,7.0914,41.0945,3.7052,24.0715,36.0723,6962.0,7.0361,92.5079,4511.0,3271.0,41.5654,2120.0,3277.0,449.0386,23.7403,53.6469,34.6588,-0.0706517914198777,0.0281540487919287,-0.0419562986807,-0.0572977785949753,-0.0293096403704032,-0.0162017972702269,-0.028514090870233,0.0040596987616299,0.0224062648912609,0.0243335401867346,-0.0190562606416463,0.0264976546081917,0.0095382328402459,0.0281817290323618,0.0174595164775674,-0.0376415293829698,-0.0256800641948147,-0.0193232579373087,0.0122668695059158
49,2343.0,7.0914,41.0333,3.7921,24.199,36.2486,6913.0,7.1118,93.6261,4525.0,3315.0,41.4512,2091.0,3239.5,449.5766,23.8129,53.8323,35.4558,0.0243105926207009,-0.0754402340664511,0.0173406311204168,0.0117328806200988,0.0099623488469742,0.0289473590148039,0.0244441825092617,-0.0161193307132804,0.0567004396492744,-0.0248572231838911,-0.0039874121990642,-0.0033537860949301,0.024159114171909,-0.0117389906703917,0.0126044673979049,-0.0677331735737815,0.0756059140254832,-0.0037304306104467,-0.0179597521876764
50,2390.0,7.0133,40.3162,3.8982,24.5813,36.3556,6945.0,6.9035,93.7534,4521.0,3316.0,38.2831,2103.0,3295.0,442.9415,23.7911,54.0935,35.7822,0.0210785672743305,-0.0947341199417705,-0.0013384513816684,0.0248198207001786,-0.0209630215947905,0.02441051750039,0.074883486515744,-0.0473000711457568,-0.0404653520359997,-0.0184268074178934,0.0347486109768919,-0.0735294138237478,-0.0131622632736325,0.0004584049307372,0.0106978136722556,0.0021311271601722,0.0690949322176665,0.0200036355247991,-0.0487224716686187
56,2400.0,7.7883,41.1994,3.4351,24.8718,36.7962,6793.0,6.9414,88.8968,4487.0,3264.0,36.8751,2081.0,3249.0,453.1632,23.9292,55.6438,36.0555,0.0649558602115575,-0.1132931303835314,0.0769575472901793,-0.0102239906385009,0.0648559786063255,0.036621965773177,0.0436138818624086,-0.0389691113412309,-0.0163443466670756,-0.0376139414991797,0.0908324908430113,-0.0202437474878477,0.0081990744721487,0.0302130358702455,0.0213715457473168,-0.0006892688068082,0.0929587181349819,0.0346845339150222,0.0011866820227623
57,2359.5,7.3347,40.561,3.4254,23.7595,36.0849,6695.0,6.3069,85.8323,4518.0,3270.0,32.8223,2075.0,3203.0,437.2029,23.4713,54.9192,35.2889,0.074715886033508,-0.1079889362230102,0.006348051757473,-0.0047641590533156,-0.0264695986257933,0.0533820343185134,0.08657977579043,-0.1097038825924546,0.0060927548604442,-0.051640857146179,0.1194066773351748,-0.0083911591963083,0.0237357155101367,-0.0425642331353227,0.03889054781369,0.0351581167837915,0.1014420426240555,0.0796375106010578,-0.0238630426446367
64,2395.0,7.3086,40.3074,3.5026,23.176,35.3359,6714.0,6.4868,81.1353,4534.0,3217.0,32.5559,2004.5,3274.0,417.8355,22.0611,54.4895,32.9585,-0.013278424042223,-0.0169948427714152,-0.0205109274954273,0.0129161611447403,-0.0113423139842414,0.0659607886020429,0.095203843585231,-0.1164734871821985,0.0089182476278207,-0.0373605559112847,0.0984639376697913,-0.0379826491814485,-0.0065989047274244,-0.0808381077255968,0.0191672567728632,0.0711180017419592,0.0354852712816745,0.0986632002815721,-0.0550586237530173
65,2392.0,7.7098,40.9283,3.4447,23.4769,35.6255,6796.0,6.5152,82.4669,4555.0,3202.0,33.298,1978.0,3280.0,426.6226,22.8025,56.1409,33.3077,0.0800590187608256,-0.0779005304255473,0.0290255382121948,0.0131596156506698,0.0131915404643566,0.0655138052154609,0.0339848131090337,-0.0723598332778157,-0.004001518722884,-0.0428680011381829,0.0526651069982461,-0.0520331957952389,-0.0230547693291598,-0.0572398040065293,-0.0321687946124245,0.0643534433609038,0.0617465287655361,0.0509204016493364,0.0374907542707288
66,2372.0,7.9365,40.9108,3.4737,23.5771,35.5751,6724.0,6.4963,83.5431,4561.0,3172.0,33.2884,1991.0,3258.0,427.1605,22.7662,56.1325,33.1635,0.0858793266782678,-0.0478391395285481,-0.0079971857907133,0.0452275518712213,-0.0444943366295697,0.0587657702470849,0.0248031600154317,-0.0521616435154868,0.0207058587177336,0.0058447521589013,0.0446050463434534,-0.0275457704186024,-0.0303076965994733,-0.0522574030772965,-0.006331830184439,0.0379172152498371,0.0488661443440075,0.0324116025971154,-0.0025751751158
67,2381.0,8.2767,41.6979,3.5605,24.2609,36.1542,6816.0,6.8277,87.3463,4559.0,3145.0,34.8297,2009.0,3237.0,438.2789,23.4713,57.1015,34.3248,0.0505327790879587,-0.0554262516936344,-0.0190064183379941,0.0343440823779602,-0.044592261267882,0.0270327468778706,0.0411539636191613,0.0170368754817355,-0.0229153942629049,-0.0200449208276455,0.0743951142151194,0.0037915533950307,0.0126319698919398,-0.0375287305480069,-0.0343586477918165,0.0052598708613681,0.0617009883553389,0.0085846132661922,-0.012565379839698
68,2393.0,8.1633,41.1032,3.5026,23.878,35.6821,6769.0,6.4963,83.7255,4571.0,3150.0,32.8128,2042.0,3232.0,428.5952,22.8607,56.8992,34.1199,0.0908671276391201,-0.0422294386657269,-0.0137957381088889,0.02036229047864,-0.0409762133668759,0.00925231407054,0.0269028742208942,0.009507747976252,-0.0429666122985869,0.0129819395876233,0.0410530895531388,0.016246402031777,-0.0155362949331132,-0.0171880495747981,-0.0051111281493499,0.0185969521935157,0.0631049930285264,0.0054615537566503,0.0154042056580584
69,2385.0,8.1371,40.7184,3.4544,23.8324,35.7199,6830.0,6.3732,83.1965,4573.0,3187.0,33.0982,2139.0,3211.0,427.1605,22.8752,58.0789,33.8694,0.057422132774629,0.0425968855717218,-0.1205779874638854,0.0084391951788263,-0.0227019018731101,0.0088861391371196,0.0214438663259368,0.006783732223919,-0.0511726107031028,-0.0739887011206226,0.0721054451609454,-0.0061578216703231,-0.0154323964672447,-0.0111552935995554,-0.0268023640940281,0.0401392894540109,0.0322799511435589,0.009360477990538,-0.0218171885660764
70,2392.0,8.5906,42.6949,3.493,24.963,36.7018,6945.0,6.6383,84.2089,4580.0,3237.0,34.1352,2201.0,3243.0,450.1146,24.4235,59.4101,35.1143,-0.0292595604587673,0.0521226956270314,-0.0501396602476005,0.005916371880217,-0.0063992313232804,0.0168767356158722,0.0268573492095748,0.0009640370799364,0.0092755019027469,-0.0209060657762454,-0.023499221200388,0.0085453296824499,-0.064032071985134,-0.0201694616287702,-0.0329356271800576,0.0737728615208002,-0.0516644694049689,0.0150969369516848,0.0090639467978789
71,2391.0,8.6866,43.3683,3.5605,24.3339,36.8969,6950.0,6.4868,85.1027,4616.0,3227.0,33.0506,2250.0,3238.0,462.6676,24.5252,60.3959,34.6436,-0.0533694273376091,0.1432851079125529,-0.0195157953485683,-0.0358345324271936,0.0280665944970725,0.0198127139112257,-0.029549028975604,-0.0024487927811149,0.0030257670706194,-0.0097822975714082,-0.0874807464653848,0.024629418498724,-0.0388679024146419,0.0023514149525715,0.0086398885371573,0.0431488198787078,-0.1229468047142396,-0.0083649763135605,0.0250873945592912
72,2333.0,8.6255,43.9105,3.5798,23.8415,36.7081,6821.0,6.572,85.1756,4631.0,3207.0,34.1352,2325.0,3094.0,467.6888,23.8638,60.4802,34.2186,-0.0945693697243992,0.0964514953645795,-0.0514630486976297,-0.0123741950447123,0.003062607247421,0.0144370751939596,0.0138580375645038,-0.0226714061782548,-0.0093400937008746,0.1174867006946066,-0.1099397328254184,0.0563136429540016,0.0096932975062975,0.0189078483797864,0.0149641344041567,0.0055386682583137,-0.0992214163556692,-0.0026908015465398,0.0589950147949412
73,2303.0,8.8087,44.409,3.628,24.3156,36.8277,6830.0,6.591,87.1,4615.0,3229.0,33.7832,2285.0,3117.0,471.4547,24.4235,62.039,34.3097,-0.1245222467800073,0.0664070438047353,0.0178721773398112,-0.0165095042863553,-0.0260927513668764,0.0185377592512391,0.0413032182145003,-0.0428685169065008,0.002808571913149,0.1272255731183315,-0.1220528461874209,0.0380438574616345,0.004228287040489,1.36614276415e-05,0.0277190880821753,-0.0228730838719399,-0.0916920729962359,0.0237884551053535,0.0575934328102806
74,2370.0,8.643,44.3915,3.5219,23.8233,37.6081,6910.5,6.4205,88.3495,4624.0,3223.0,34.0115,2399.0,3136.5,471.2754,24.438,63.1175,35.4027,-0.0746950626747896,0.0502398006027691,-0.013462383464794,0.0083216109490631,0.1211183547075973,0.0187321810609301,0.0430101984514928,-0.0488947844219435,0.0171930332073608,0.106679125945953,-0.063522679180566,-0.0343077760701448,0.0055471424571155,0.0151592267722303,-0.008570686629275,0.0195970014084461,-0.0438513364893657,0.0283291827809958,0.0556480637048802
75,2350.0,8.5209,44.5052,3.628,23.9783,37.5578,6877.0,6.5247,88.1306,4621.0,3220.0,34.5918,2405.0,3154.0,472.8893,24.4889,63.3787,35.8657,-0.036764553313764,0.0037768519250599,-0.054751881374721,0.0095885323780755,-0.0396517037907081,0.0615438733073687,0.0589094908089062,-0.0137088216376848,0.024400013307255,0.0134023330378071,-0.0399408859218845,-0.050161290778604,-0.0142477875395267,0.0563240320719184,-0.0284344875854092,0.0029568425694167,-0.0570743337300437,0.0013248680680299,-0.0644666401278915
